ajanta_caves,0.229953882158125,0.22269912344307,0.0699155812789481,0.218087072743441,0.168413137055594,0.0694300927609674,0.879830434396702,0.645884342025495,0.356410910025281
alexanderplatz_berlin,0.600823358051592,0.54232168329857,0.426903550326507,0.505192272353613,0.497019651366617,0.426284148820494,0.163129409566328,0.844102751193163,0.0809216052452647
atomium,0.558986267372934,0.607357421213579,0.270012750222927,0.388578351089566,0.461531408587712,0.269212400126768,0.5,0.528474335633108,0.216927428532345
bath_abbey,0.267139575459793,0.325915725375956,0.161742212935735,0.255260881959797,0.284974509266619,0.161235157136733,0.918356306841276,0.598205087515472,0
bibliotheque_nationale_de_france,0.559684506871814,0.521781654469039,0.27010910443602,0.49569641377151,0.465018907112149,0.269518094293991,0.565866933073098,0.89553467160592,0.410318961963515
british_museum_london,0.495342422810058,0.551458003630206,0.344413768518804,0.473539771054005,0.467638090435969,0.343273485885392,0.995548812988663,0.582175845055138,0.0641549927638921
brooklyn_bridge,0.6222608003953,0.483322555820384,0.264246644618837,0.496077169771104,0.406585482097442,0.263333878644031,0.0198116817027335,1,0.0177183418218466
buckingham_palace,0.603063092299272,0.650551044528986,0.367121235815969,0.530782498844732,0.535157267334108,0.366197184274007,0.724319481627569,0.75304586642214,0
casa_mila,0.273830038650608,0.386039937357456,0.104972931616554,0.259728158890053,0.289359784418807,0.103967562268607,0.769033504358727,0.44465671382615,0.258230392108711
castello_sforzesco,0.357301298440851,0.321573225571746,0.199821224854045,0.320493946215701,0.274873188731211,0.199346344813751,0.371366756091441,1,0.110197973070577
centre_pompidou,0.630449179680213,0.486765876211561,0.308318361969891,0.483054946184381,0.460506498141379,0.307677637842308,0,1,0.259381327626882
champs_elysees_paris,0.349589893961979,0.37755946923469,0.0767490838939823,0.319016303079703,0.284567239637407,0.075857352682915,0.66218764593519,0.707213294947759,0.222900365744258
charles_bridge_prague,0.363710837384997,0.30067044043124,0.204869131014852,0.304631652842969,0.28561201125443,0.204326186056607,0.271257668932813,0.919081233272232,0.158923858537116
