31	Q0	3481257218	0	1.0	finalRun
31	Q0	8154240736	1	0.5	finalRun
31	Q0	7526978130	2	0.3333333333333333	finalRun
31	Q0	4838112159	3	0.25	finalRun
31	Q0	7072986361	4	0.2	finalRun
31	Q0	7088578339	5	0.16666666666666666	finalRun
31	Q0	5237925458	6	0.14285714285714285	finalRun
31	Q0	3310471230	7	0.125	finalRun
31	Q0	4827850371	8	0.1111111111111111	finalRun
31	Q0	3480418783	9	0.1	finalRun
31	Q0	3310493752	10	0.09090909090909091	finalRun
31	Q0	2035202961	11	0.08333333333333333	finalRun
31	Q0	6942538916	12	0.07692307692307693	finalRun
31	Q0	7344157656	13	0.07142857142857142	finalRun
31	Q0	5237334529	14	0.06666666666666667	finalRun
31	Q0	5237339267	15	0.0625	finalRun
31	Q0	2039530499	16	0.058823529411764705	finalRun
31	Q0	7242925730	17	0.05555555555555555	finalRun
31	Q0	75140246	18	0.05263157894736842	finalRun
31	Q0	2039623711	19	0.05	finalRun
31	Q0	5213782489	20	0.047619047619047616	finalRun
31	Q0	5215473859	21	0.045454545454545456	finalRun
31	Q0	8154212059	22	0.043478260869565216	finalRun
31	Q0	4999503575	23	0.041666666666666664	finalRun
31	Q0	2040408192	24	0.04	finalRun
31	Q0	5237341533	25	0.038461538461538464	finalRun
31	Q0	4999504703	26	0.037037037037037035	finalRun
31	Q0	4999505001	27	0.03571428571428571	finalRun
31	Q0	4999505131	28	0.034482758620689655	finalRun
31	Q0	5000108426	29	0.03333333333333333	finalRun
31	Q0	9939260726	30	0.03225806451612903	finalRun
31	Q0	2040327430	31	0.03125	finalRun
31	Q0	2040343444	32	0.030303030303030304	finalRun
31	Q0	5237917654	33	0.029411764705882353	finalRun
31	Q0	7088532729	34	0.02857142857142857	finalRun
31	Q0	2040415840	35	0.027777777777777776	finalRun
31	Q0	2040349198	36	0.02702702702702703	finalRun
31	Q0	8556415797	37	0.02631578947368421	finalRun
31	Q0	8557614462	38	0.02564102564102564	finalRun
31	Q0	8557537136	39	0.025	finalRun
31	Q0	8557545476	40	0.024390243902439025	finalRun
31	Q0	8721187654	41	0.023809523809523808	finalRun
31	Q0	8721192222	42	0.023255813953488372	finalRun
31	Q0	75140700	43	0.022727272727272728	finalRun
31	Q0	75140620	44	0.022222222222222223	finalRun
31	Q0	75140109	45	0.021739130434782608	finalRun
31	Q0	75140389	46	0.02127659574468085	finalRun
31	Q0	75140327	47	0.020833333333333332	finalRun
31	Q0	7344156564	48	0.02040816326530612	finalRun
31	Q0	7088672161	49	0.02	finalRun
32	Q0	10238858306	0	1.0	finalRun
32	Q0	2874145480	1	0.5	finalRun
32	Q0	10819854116	2	0.3333333333333333	finalRun
32	Q0	10834369325	3	0.25	finalRun
32	Q0	10834704273	4	0.2	finalRun
32	Q0	10435063656	5	0.16666666666666666	finalRun
32	Q0	10435196053	6	0.14285714285714285	finalRun
32	Q0	1408920593	7	0.125	finalRun
32	Q0	105116834	8	0.1111111111111111	finalRun
32	Q0	10470163856	9	0.1	finalRun
32	Q0	10543692463	10	0.09090909090909091	finalRun
32	Q0	2801253830	11	0.08333333333333333	finalRun
32	Q0	1414246455	12	0.07692307692307693	finalRun
32	Q0	11915925714	13	0.07142857142857142	finalRun
