acropolis_athens,1,0.226182543849374,0.697365628046199,0.428768174378207,0.596373247088239,0.106431562959316,0.00155991311442974,0.0193416914088527,0.00927288145490799,0.00402202010622916,0.289276976954554,0.0860944814916438
acropolis_athens,2,0.635017341885911,0.196637416433167,0.23509886948553,0.661497523211743,0.375858865373766,0.00708901766153709,0.020698500165886,0.0152154917841907,0.00689826151168365,0.421201038209143,0.0206878051264265
acropolis_athens,3,0.369766032016488,0.666504025923535,0.291163482930166,0.392709442506069,0.447308419658094,0.00136002656871057,0.0225347640440877,0.00591509503468382,0.00192326244062729,0.438658224209991,0.0426947310209298
acropolis_athens,4,0.181329334325397,0.937782326204993,0.349412572460005,0.551125187202029,0.163127653133776,0.0192565373045891,0.0520656144928177,0.00264577321239114,0.00171281263895008,0.206908813922068,0.089698823564885
acropolis_athens,5,0.120901265524006,0.441337945636241,0.869479473116213,0.35495823681036,0.0365978978752627,0.0224754487573302,0.0530223862839545,0.000661210274740357,0.000188136077065788,0.32324289190149,0.0465333332131531
acropolis_athens,6,0.389591369313494,0.505685240505185,0.672859010530784,0.61518014166063,0.0536193136499215,0,0.00702630133489148,0.00240542901133083,4.26409328805148e-05,0.141734239501931,0.0109344603512171
acropolis_athens,7,1,0.0264417083219548,0.444636323259752,0.238584582915754,0.177725790680169,0.0322254498934541,0.000729298775458417,0.00239487477497838,0.0205369775272273,0.0404356828777468,0.0323787191048056
acropolis_athens,8,0.115565033921652,0,1,0.170840756799691,0.000211975040654787,0.000371318693994094,0.0793944705984258,4.23235009710331e-05,0.000408400478784142,0.0863666223555789,0.011998801584013
acropolis_athens,9,0.21031794755098,0.823028182154627,0.378320599570716,0.66608608022707,0.0548965824949286,4.81412413345766e-05,0.0644308213071946,0.0318833161762897,0.0038500879841537,0.361817357507429,0.012849313431935
acropolis_athens,10,0.0589297799316002,0.620636082963901,0.489726206456235,0.568617664057164,0.09081210509976,0.00421198269671973,0.0218457071676483,0.00429244364747933,0.000945020582647245,0.0830327488581297,0.0594267071988319
acropolis_athens,11,0.278776105171281,0.788370485324919,0.379852836792154,0.556880603728057,0.207344615542554,0.00477900754965917,0.0250185658653218,0.0165023574692945,0.00265139154082717,0.312674247041965,0.0415770499915071
acropolis_athens,12,0.21706769708879,0.233559135835309,0.343661272953054,0.800410193303594,0.152589311417549,0.00107561286486569,0.00854070903121109,0.00737341713040369,0.000771387546009541,0.090309419048063,0.0452014507631773
acropolis_athens,13,0.27457109693525,1,0.0988729773121412,0.570837983082587,0.090563061846081,0,0.0197434644145472,0.0375733834448052,0.00164266788103286,0.502828830560134,0.00609613717945687
