cologne_cathedral,7293028228,4,0.370159190891175
cologne_cathedral,6393466521,4,0.466843272930942
acropolis_athens,3474151758,4,0.633027800226935
acropolis_athens,135115202,4,0.685226285317486
acropolis_athens,135114844,4,0.691247961321445
acropolis_athens,12045021564,4,0.808994237826028
ara_pacis,4426896357,4,0.828527472094472
neues_museum,3274153293,4,0.959393159532571
ara_pacis,4401505185,4,1.09523202517241
cologne_cathedral,7410386728,3,0.339156087141407
cn_tower,3799085111,3,0.357602829054723
chartres_cathedral,3298563892,3,0.399140121722107
cologne_cathedral,5962728323,3,0.411750241223835
cologne_cathedral,9844420835,3,0.422973312067641
chartres_cathedral,3775511193,3,0.42760257393535
cologne_cathedral,5653019042,3,0.441373399760699
cologne_cathedral,9844486793,3,0.446041442611171
cologne_cathedral,7572897612,3,0.502674915210848
big_ben,27483779,3,0.514606727622964
castillo_de_san_marcos,8653279555,3,0.51669575513452
cologne_cathedral,6183112194,3,0.521237488778426
chartres_cathedral,1428417521,3,0.528371499046469
arc_de_triomphe,3160445133,3,0.531324739471422
civic_center_san_francisco,6700323211,3,0.564748105248914
arc_de_triomphe,4635894400,3,0.582896171712245
acropolis_athens,4308678217,3,0.623815768385365
neues_museum,5258788846,3,0.656104977156195
chartres_cathedral,5134720980,3,0.658704629006245
chartres_cathedral,3298521154,3,0.666008921890296
brandenburg_gate,6223862541,3,0.690191065942673
chartres_cathedral,5820001188,3,0.69495852180188
cn_tower,416352213,3,0.697546081863587
castillo_de_san_marcos,4257659425,3,0.698152400064589
amiens_cathedral,11401010844,3,0.712959345908971
ara_pacis,2298244566,3,0.746695858399859
acropolis_athens,135115501,3,0.778848624736361
montezuma_castle,3144840151,3,0.80353580641662
arc_de_triomphe,4635293649,3,0.80366862035379
cologne_cathedral,5898168125,3,0.809525721919364
ara_pacis,7949207892,3,0.818696580869293
ara_pacis,7948839448,3,0.83149878150696
ara_pacis,7948871370,3,0.853131336359838
brandenburg_gate,158849998,3,0.864226404395773
castillo_de_san_marcos,4257660145,3,0.877139945309932
brandenburg_gate,5454241513,3,0.878234357454181
ara_pacis,476507678,3,0.893905599238631
angkor_wat,5632512890,3,0.903809601070022
castillo_de_san_marcos,8654402912,3,0.924460803384922
arc_de_triomphe,3160497097,3,0.940554415667867
cn_tower,103561230,3,0.954380788063213
montezuma_castle,8302531376,3,0.959096332896067
bok_tower_gardens,4644065107,3,0.961827484782493
acropolis_athens,3710731224,3,0.965613922824154
brandenburg_gate,158850431,3,1.00576356440102
acropolis_athens,135115317,3,1.00843950995752
amiens_cathedral,421994402,3,1.04544991266456
ara_pacis,1490276087,3,1.04598816515153
neues_museum,4537520576,3,1.05773539577816
ara_pacis,4426886553,3,1.06368792625803
berlin_cathedral,2922816914,3,1.0651829806476
arc_de_triomphe,3160589431,3,1.06577263652626
acropolis_athens,2951061755,3,1.07460532321153
arc_de_triomphe,3161412996,3,1.07491611880704
chartres_cathedral,3297737361,3,1.08720192178438
castillo_de_san_marcos,8773360440,3,1.09103684797796
ara_pacis,7949093624,3,1.11957113087258
brandenburg_gate,5547438701,3,1.13178593888078
agra_fort,10428014596,3,1.24258617792841
brandenburg_gate,88493630,3,1.25773495486064
acropolis_athens,509939988,3,1.27077079652629
agra_fort,8556155993,3,1.30732970968576
brandenburg_gate,2732237239,3,1.39545832452216
casa_rosada,11733289864,3,1.5013765301395
chartres_cathedral,5820001854,3,1.54147864728525
chartres_cathedral,4439035736,3,1.66953365779858
big_ben,5455588046,2,0.0919891567586986
cologne_cathedral,7297957460,2,0.101906904067001
hearst_castle,4772449560,2,0.113285466589886
cn_tower,8045928630,2,0.121258911424407
cn_tower,5419267708,2,0.122258795414185
big_ben,5455578324,2,0.138070640699551
arc_de_triomphe,8373991722,2,0.139414493167061
cologne_cathedral,6183169258,2,0.153944804143277
montezuma_castle,347111869,2,0.15535777297964
cologne_cathedral,7225651760,2,0.164576970949853
chartres_cathedral,3779303606,2,0.172045458427986
arc_de_triomphe,2982903253,2,0.175985425718597
pont_alexandre_iii,3866452021,2,0.180305614642261
big_ben,8619074856,2,0.184178017307357
cologne_cathedral,7225670612,2,0.184864811236577
cologne_cathedral,5965409469,2,0.186429509199211
cologne_cathedral,7286671490,2,0.188092446898057
chartres_cathedral,11285634,2,0.194441200626989
cologne_cathedral,5965598001,2,0.201843503624924
