big_ben,21,4581440783,9,0.133146059136796
cabrillo,1,2306455338,9,0.169650711648367
berlin_cathedral,19,3885721603,9,0.226872677040041
chichen_itza,18,193792167,9,0.248638210340107
cabrillo,4,3457810042,9,0.276990594482605
ara_pacis,15,447248378,9,0.300863764076512
aztec_ruins,2,5866528554,9,0.322816322674977
ara_pacis,15,447248234,9,0.351147212873638
cologne_cathedral,21,5653019748,9,0.408421328829438
civic_center_san_francisco,4,8993146626,9,0.420959653789762
ara_pacis,22,3193676809,9,0.421901779161051
aztec_ruins,1,2366452247,9,0.440931228045876
aztec_ruins,18,4707179957,9,0.4656381711908
christ_the_redeemer_rio,15,3185725074,9,0.488798964188622
aztec_ruins,12,4854723355,9,0.5055218976265
ara_pacis,20,4382420643,9,0.531342445282927
montezuma_castle,9,4440878827,9,0.532931892035615
montezuma_castle,9,3298285443,9,0.533793715116996
aztec_ruins,17,4822519631,9,0.534223113713483
casa_batllo,2,5169435857,9,0.545569566161354
montezuma_castle,10,3821655525,9,0.59342337105702
ara_pacis,22,4402266760,9,0.615165285358338
cabrillo,6,8027063770,9,0.642390433580016
ara_pacis,18,7948871370,9,0.663518394455552
christ_the_redeemer_rio,18,2614359260,9,0.685605243991179
bok_tower_gardens,21,3835450838,9,0.738306195249711
cabrillo,1,2305645837,8,0.0633397079751363
big_ben,21,4581439243,8,0.0970049746548657
berlin_cathedral,2,3885725243,8,0.307553931895179
chichen_itza,18,193792888,8,0.31419605875855
cologne_cathedral,3,4881460225,8,0.317583011739277
montezuma_castle,10,7381767396,8,0.319645776617398
arc_de_triomphe,6,8314754328,8,0.335977198387129
albert_memorial,22,3976302614,8,0.346226713663139
arc_de_triomphe,6,8314754994,8,0.357104905265285
brandenburg_gate,12,6880116585,8,0.365974877202487
amiens_cathedral,24,4815285674,8,0.366426270461929
christ_the_redeemer_rio,2,3185723398,8,0.376643401314382
angel_of_the_north,25,3106389173,8,0.382633423778062
angel_of_the_north,7,3102384681,8,0.392312802475652
cabrillo,11,2776625212,8,0.394215550160377
casa_rosada,5,4720894817,8,0.396869048233766
christ_the_redeemer_rio,4,5268902791,8,0.40395444365389
la_madeleine,1,487288433,8,0.407940429820969
casa_batllo,10,4349064496,8,0.415669209108653
acropolis_athens,13,3951800783,8,0.421763857317128
acropolis_athens,13,3952579860,8,0.421763857317128
civic_center_san_francisco,14,9205890648,8,0.423093380489229
la_madeleine,1,487287905,8,0.423652608278662
montezuma_castle,10,4438574653,8,0.425493900219137
angel_of_the_north,25,3106388273,8,0.431625591902075
montezuma_castle,6,7381916912,8,0.43998526228906
aztec_ruins,18,4707151545,8,0.442059992035395
hearst_castle,6,10658246995,8,0.442085878173431
arc_de_triomphe,20,9792785886,8,0.445559221801099
angel_of_the_north,13,99211695,8,0.457110024721999
angel_of_the_north,13,99211827,8,0.457110024721999
brandenburg_gate,17,158866424,8,0.462126837586075
agra_fort,6,5715385311,8,0.464204512782772
colosseum,5,9555665573,8,0.466047916592535
montezuma_castle,10,4438567645,8,0.468173198293682
chichen_itza,16,112243575,8,0.47310259303962
christ_the_redeemer_rio,4,5268904225,8,0.477768799480967
montezuma_castle,2,3299088304,8,0.481225273916674
arc_de_triomphe,6,8314752968,8,0.48967054798557
arc_de_triomphe,18,8372898521,8,0.492268927337764
ara_pacis,15,2338258414,8,0.494405532684669
aztec_ruins,11,4855336608,8,0.502447887223493
ara_pacis,3,2337424745,8,0.510903357980776
arc_de_triomphe,18,5110023680,8,0.511793146270947
montezuma_castle,10,3821654481,8,0.536108625796345
montezuma_castle,6,4268827186,8,0.544912109112006
ara_pacis,3,2338259044,8,0.545432929591726
cologne_cathedral,3,4881460063,8,0.547660252499009
montezuma_castle,2,3821450103,8,0.55328454437718
hearst_castle,6,5962382547,8,0.554121494742742
albert_memorial,11,6528444885,8,0.555191600880846
ara_pacis,17,3307391506,8,0.557574777722417
christ_the_redeemer_rio,3,3170653137,8,0.567533237522001
acropolis_athens,8,4316759251,8,0.568217076957122
castillo_de_san_marcos,8,2215439862,8,0.570293309333558
hearst_castle,8,4771817899,8,0.584457781076466
cologne_cathedral,12,9844420835,8,0.593181698987036
montezuma_castle,12,9506849530,8,0.603739953004584
ara_pacis,19,7949014264,8,0.611496123142222
angkor_wat,3,3862885865,8,0.612138290002961
amiens_cathedral,19,5909971151,8,0.620683979564885
christ_the_redeemer_rio,4,5269512796,8,0.625253653768422
cabrillo,7,3457810590,8,0.627541467811375
angel_of_the_north,3,1674810741,8,0.634881912216346
christ_the_redeemer_rio,4,5269513024,8,0.642232111411186
cologne_cathedral,13,4405330628,8,0.648205605519361
arc_de_triomphe,2,8208673982,8,0.648722585975541
montezuma_castle,5,8302546500,8,0.657729044995219
ara_pacis,5,7949049474,8,0.660853174552174
aztec_ruins,3,4707179979,8,0.66909669495095
christ_the_redeemer_rio,13,11751039725,8,0.676653100913449
colosseum,6,5180507304,8,0.680863325105342
chichen_itza,22,4598842622,8,0.690340596500833
casa_batllo,9,1672513173,8,0.713407499483478
ara_pacis,10,7032409059,8,0.742090327229116
chichen_itza,17,3309785881,8,0.74302270583154
cologne_cathedral,23,6393469081,8,0.746696727848939
