10045378096,castillo_de_san_marcos,7,1.19314235973165
10045482563,casa_batllo,16,1.31529691569892
10045488655,altes_museum,11,1.57909371798677
10045579766,castillo_de_san_marcos,4,0.704917032605689
10045606263,christ_the_redeemer_rio,15,1.31145427274768
10045632093,amiens_cathedral,22,0.695393269953733
10045633316,ara_pacis,19,1.22878351109686
10045665523,pont_alexandre_iii,10,0.713966299535571
10045665564,hearst_castle,13,0.998912801934281
10045737995,chartres_cathedral,2,0.894601236960554
10045759763,acropolis_athens,15,1.06349481791922
10045795353,la_madeleine,1,1.07373083274338
10045809175,brandenburg_gate,10,0.864090222401996
10045868856,pont_alexandre_iii,11,1.44064170979732
10045898593,hearst_castle,2,1.22812426735877
12044649575,casa_batllo,4,1.5373306848075
12044924063,angkor_wat,22,0.84188316507502
12044979074,angkor_wat,5,0.80975237482463
12045021564,bok_tower_gardens,20,0.798305636255202
12045478526,la_madeleine,5,0.722047559062492
132872354,casa_rosada,16,1.00972247128944
135114844,altes_museum,17,1.02717015845713
135114980,brandenburg_gate,17,1.24226867679863
135115202,la_madeleine,1,0.875757440592788
135115317,albert_memorial,11,1.22435136339384
135115501,cabrillo,6,1.03945840426763
135115675,brandenburg_gate,14,0.704481457988673
135115983,aztec_ruins,3,0.631902983428897
135116101,bok_tower_gardens,2,0.755568512272411
135116270,agra_fort,6,0.690407391485134
135116324,angkor_wat,7,1.05035691075436
135116398,angkor_wat,14,0.891196883622659
2064729309,albert_memorial,21,0.938731567543069
2064729793,agra_fort,21,1.18359995089232
2065524674,cologne_cathedral,10,1.04766319913647
2183279459,arc_de_triomphe,8,1.37851787716655
2183292799,big_ben,8,0.903962674265095
2183301183,aztec_ruins,13,0.819749678031333
2183306153,acropolis_athens,18,0.59283439495978
2183308589,pont_alexandre_iii,7,0.901290615167926
2183311503,acropolis_athens,4,0.730412822175282
2183317649,angkor_wat,5,0.932676149339144
2183319977,arc_de_triomphe,12,1.45850293349138
2184089934,aztec_ruins,13,1.32134840961751
2184100902,christ_the_redeemer_rio,8,0.795628702396446
2184117824,angkor_wat,20,1.05890815396646
2811278670,hearst_castle,14,1.10634878257769
2835779103,ara_pacis,6,1.01703284739754
288044415,christ_the_redeemer_rio,11,1.32233850048211
288051306,brandenburg_gate,25,0.60700461343029
2950994233,big_ben,12,0.981495011071186
2951008473,altes_museum,13,0.985050984569735
2951061755,arc_de_triomphe,3,1.793430192919
2951064223,cabrillo,4,1.50359517390573
2951069467,chichen_itza,14,1.64017104251627
2951102363,christ_the_redeemer_rio,7,0.905365646078529
2951841806,brandenburg_gate,21,1.13866852477224
2951846628,hearst_castle,13,0.784958200393768
2951859592,agra_fort,2,0.945549424829634
2951861710,acropolis_athens,10,0.707984050765771
